order_item_order_id,revenue,min,max,item_count
19091,759.9,99.96,239.96,5
19092,239.96,239.96,239.96,1
19093,1279.84,59.99,499.95,5
19094,399.94,199.95,199.99,2
19095,879.9,79.98,399.98,4
19096,649.94,50.0,299.98,4
19097,329.94,129.99,199.95,2
19099,199.92,199.92,199.92,1
19100,829.95,129.99,399.98,3
19101,1039.91,119.98,399.98,5
19103,369.95,49.98,199.99,3
19104,749.97,150.0,399.98,3
19105,1079.88,50.0,499.95,5
19106,1014.81,74.97,299.95,5
19107,299.98,299.98,299.98,1
19108,1069.89,129.99,499.95,4
19109,489.86,59.99,149.94,4
19111,173.99,44.0,129.99,2
19112,300.0,100.0,200.0,2
19113,611.8,31.99,249.9,4
19114,179.97,179.97,179.97,1
19115,579.95,179.97,399.98,2
19116,629.97,129.99,299.98,3
19118,679.97,129.99,299.98,3
19119,199.92,199.92,199.92,1
19120,129.99,129.99,129.99,1
19121,499.98,100.0,399.98,2
19122,239.96,239.96,239.96,1
19123,129.99,129.99,129.99,1
19125,969.89,129.99,299.95,5
19126,829.95,129.99,399.98,3
19127,269.97,60.0,129.99,3
19129,1029.94,49.98,399.98,5
19130,489.95,50.0,239.96,3
19131,549.92,149.94,399.98,2
19133,100.0,100.0,100.0,1
19134,39.99,39.99,39.99,1
19135,1299.9,100.0,399.98,5
19136,759.92,59.96,299.98,4
19137,709.94,129.99,399.98,3
19138,199.96,99.96,100.0,2
19139,299.97,299.97,299.97,1
19140,499.9,39.99,299.95,3
19141,479.95,179.97,299.98,2
19142,1289.88,99.96,399.98,5
19144,379.9,99.96,159.96,3
19145,39.99,39.99,39.99,1
19147,349.92,49.98,199.98,3
19148,889.91,119.98,399.98,4
19149,789.87,49.98,299.98,4
19150,434.96,34.99,129.99,5
19151,939.9,59.99,399.96,4
19152,99.99,99.99,99.99,1
19154,414.91,44.97,139.95,4
19155,450.0,200.0,250.0,2
19156,199.98,49.98,150.0,2
19159,259.98,129.99,129.99,2
19160,599.93,99.96,299.98,3
19161,829.9,129.99,399.96,3
19162,549.9,149.94,399.96,2
19164,729.96,129.99,399.98,3
19165,599.93,199.95,399.98,2
19166,899.87,89.95,299.98,5
19167,739.93,49.98,299.98,5
19168,1299.93,150.0,499.95,4
19169,619.95,19.99,299.98,3
19173,539.88,79.98,199.99,4
19175,199.99,199.99,199.99,1
19176,299.95,299.95,299.95,1
19178,919.85,99.96,399.96,4
19179,979.93,179.97,399.98,4
19180,479.97,50.0,299.98,3
19181,309.98,59.99,129.99,3
19183,159.95,159.95,159.95,1
19185,449.98,150.0,299.98,2
19187,389.95,59.97,199.99,3
19188,250.0,250.0,250.0,1
19190,579.92,50.0,239.96,5
19191,321.9,44.0,149.94,3
19193,589.91,39.99,239.96,5
19194,49.98,49.98,49.98,1
19195,994.85,39.98,399.98,5
19197,99.96,99.96,99.96,1
19199,629.97,100.0,399.98,3
19200,249.97,119.98,129.99,2
19201,279.93,129.99,149.94,2
19203,1069.81,129.99,399.98,5
19204,1149.85,199.99,399.98,4
19205,999.91,299.95,399.98,3
19206,529.97,129.99,399.98,2
19207,979.9,100.0,399.98,5
19208,499.98,200.0,299.98,2
19209,739.86,30.0,199.98,5
19210,509.95,129.99,199.99,3
19211,899.96,50.0,250.0,5
19212,439.91,59.96,199.98,3
19213,1189.93,39.99,399.98,5
19214,1059.92,159.96,399.98,4
19215,399.94,99.96,299.98,2
19216,279.98,79.98,200.0,2
19218,719.9,119.98,299.97,3
19219,1229.82,129.99,299.98,5
19220,1029.86,129.99,299.98,5
19221,119.97,119.97,119.97,1
19222,1129.94,129.99,399.98,5
19223,1119.83,49.98,499.95,5
19224,199.99,199.99,199.99,1
19225,769.91,59.99,299.97,5
19226,431.94,31.98,399.96,2
19227,909.89,129.99,299.98,5
19228,399.98,399.98,399.98,1
19229,789.88,129.99,299.98,4
19230,599.96,299.98,299.98,2
19231,199.99,199.99,199.99,1
19233,1279.86,129.99,399.98,5
19234,999.85,200.0,299.95,4
19235,629.94,59.99,239.96,4
19236,349.96,100.0,129.99,3
19237,769.9,89.98,199.99,5
19238,579.95,179.97,399.98,2
19239,723.75,43.98,249.9,5
19240,179.97,179.97,179.97,1
19241,899.95,19.99,399.98,5
19243,439.95,49.98,129.99,4
19244,629.95,129.99,299.97,3
19245,685.92,50.0,299.98,4
19247,819.92,119.97,250.0,5
19248,641.93,31.99,299.98,4
19249,129.99,129.99,129.99,1
19250,945.9,95.98,299.98,5
19251,99.95,99.95,99.95,1
19252,929.95,129.99,399.98,4
19253,929.9,39.99,399.98,5
19255,359.97,59.99,299.98,2
19256,959.9,129.99,299.98,5
19257,959.88,100.0,299.95,5
19258,1189.89,239.96,399.98,4
19259,671.89,129.99,200.0,4
19260,225.0,100.0,125.0,2
19261,1099.91,199.99,399.98,4
19262,559.9,39.99,199.95,5
19263,549.92,149.94,399.98,2
19264,889.96,59.99,299.98,5
19265,599.98,200.0,399.98,2
19266,399.98,399.98,399.98,1
19267,1149.92,49.98,399.98,4
19268,1199.88,79.98,499.95,5
19269,699.89,59.99,299.95,4
19270,299.98,299.98,299.98,1
19271,949.94,50.0,299.98,4
19272,1059.94,129.99,399.98,5
19273,849.96,150.0,399.98,3
19274,179.97,179.97,179.97,1
19275,599.87,79.98,199.99,4
19276,349.95,50.0,199.99,3
19277,643.87,143.97,299.98,3
19279,699.96,299.98,399.98,2
19282,1189.9,199.99,499.95,4
19283,210.0,210.0,210.0,1
19284,399.92,199.92,200.0,2
19285,199.99,199.99,199.99,1
19286,959.91,99.99,299.97,5
19287,859.96,59.99,399.98,4
19288,959.88,59.99,399.98,5
19291,529.95,129.99,399.96,2
19292,699.95,99.99,299.98,3
19293,529.97,129.99,399.98,2
19294,909.86,129.99,399.98,4
19295,1069.88,129.99,299.95,5
19296,499.95,499.95,499.95,1
19298,689.97,60.0,399.98,4
19299,129.99,129.99,129.99,1
19300,319.95,120.0,199.95,2
19301,699.95,299.97,399.98,2
19303,749.94,49.98,399.98,3
19304,379.92,60.0,199.95,3
19305,299.98,299.98,299.98,1
19306,199.99,199.99,199.99,1
19307,579.88,129.99,249.9,3
19308,429.93,99.99,199.95,3
19309,799.91,99.99,299.95,5
19310,789.9,39.99,239.96,5
19311,319.97,119.98,199.99,2
19312,599.96,199.98,399.98,2
19313,889.91,129.99,399.98,4
19314,239.96,239.96,239.96,1
19315,217.96,49.98,88.0,3
19316,879.96,129.99,299.98,4
19317,1254.89,129.99,399.98,5
19318,899.95,199.99,399.98,3
19319,859.92,39.99,399.98,5
19320,349.99,150.0,199.99,2
19321,1129.9,129.99,399.98,4
19322,199.99,199.99,199.99,1
19323,419.94,129.99,159.96,3
19325,274.97,14.99,199.99,3
19326,569.94,79.98,399.96,3
19327,1129.95,129.99,399.98,4
19328,429.97,179.97,250.0,2
19329,649.96,250.0,399.96,2
19330,729.95,179.97,299.98,3
19331,929.95,129.99,399.98,4
19332,200.0,200.0,200.0,1
19333,699.93,299.95,399.98,2
19336,959.9,59.99,299.98,4
19337,649.98,250.0,399.98,2
19338,1249.89,100.0,399.98,5
19339,659.88,129.99,249.9,4
19340,499.87,199.92,299.95,2
19342,1139.8,59.97,499.95,5
19344,1079.92,79.98,399.98,4
19346,919.88,119.98,399.98,4
19348,674.9,54.97,239.96,4
19349,939.84,39.99,399.98,5
19350,574.92,24.99,199.99,5
19351,179.97,179.97,179.97,1
19352,499.9,199.92,299.98,2
19353,259.98,59.99,199.99,2
19354,199.95,199.95,199.95,1
19356,1129.79,129.99,399.98,5
19357,250.0,250.0,250.0,1
19358,349.96,49.98,299.98,2
19361,250.0,250.0,250.0,1
19362,974.96,50.0,399.98,5
19363,529.97,129.99,399.98,2
19364,669.94,130.0,299.98,3
19365,399.98,399.98,399.98,1
19366,424.95,24.99,399.96,2
19368,399.98,399.98,399.98,1
19369,279.97,79.98,199.99,2
19370,629.98,50.0,250.0,4
19371,49.98,49.98,49.98,1
19372,129.99,129.99,129.99,1
19374,554.9,54.97,199.99,4
19375,149.94,149.94,149.94,1
19376,1259.92,129.99,399.98,5
19377,1329.89,90.0,399.98,5
19380,249.96,119.97,129.99,2
19382,749.95,49.98,299.98,4
19383,399.98,399.98,399.98,1
19385,559.93,129.99,299.95,3
19386,649.78,79.98,249.9,4
19387,399.94,199.95,199.99,2
19388,1349.9,119.97,399.98,5
19389,329.94,129.99,199.95,2
19390,179.97,179.97,179.97,1
19391,299.94,149.94,150.0,2
19392,324.85,74.95,249.9,2
19393,426.87,31.99,199.95,4
19394,229.95,99.96,129.99,2
19395,447.95,47.97,399.98,2
19396,819.9,119.97,239.96,5
19397,229.97,50.0,179.97,2
19399,509.97,50.0,199.99,4
19400,339.93,159.96,179.97,2
19401,329.88,79.98,249.9,2
19402,449.98,150.0,299.98,2
19403,399.91,199.92,199.99,2
19404,439.98,59.99,250.0,3
19406,629.95,50.0,399.98,3
19407,309.91,39.99,119.98,4
19409,1149.89,149.94,399.98,4
19410,1149.87,149.94,399.98,4
19412,649.9,149.94,299.98,3
19414,649.97,150.0,299.98,3
19415,239.96,239.96,239.96,1
19418,589.95,150.0,239.96,3
19420,599.96,100.0,299.98,3
19421,1399.83,119.97,399.98,5
19422,969.9,49.98,399.96,5
19423,409.92,99.96,179.97,3
19424,559.92,59.99,299.98,4
19425,379.99,50.0,200.0,3
19426,379.96,119.98,129.99,3
19427,789.9,59.96,299.98,4
19429,399.98,399.98,399.98,1
19430,799.93,200.0,299.98,3
19431,699.97,100.0,399.98,3
19432,649.87,99.99,299.98,3
19433,1079.91,129.99,399.98,5
19434,795.87,49.98,299.98,5
19435,939.93,39.99,399.98,4
19437,1179.81,119.97,499.95,5
19438,199.99,199.99,199.99,1
19439,399.96,399.96,399.96,1
19441,1139.91,199.99,399.98,4
19442,539.92,59.99,200.0,4
19443,1029.87,149.94,399.98,4
19444,699.87,99.96,200.0,4
19445,1349.88,50.0,399.98,5
19446,649.89,199.99,249.9,3
19447,329.98,129.99,199.99,2
19448,899.98,250.0,399.98,3
19449,207.96,207.96,207.96,1
19450,674.93,124.95,299.98,3
19451,519.9,119.98,239.96,3
19452,199.96,99.96,100.0,2
19453,609.8,50.0,199.92,4
19454,189.98,59.99,129.99,2
19455,1099.88,100.0,399.98,5
19457,129.99,129.99,129.99,1
19458,1029.81,129.99,499.95,4
19459,929.92,30.0,399.98,5
19460,750.0,50.0,250.0,4
19462,199.99,199.99,199.99,1
19463,559.97,99.99,200.0,4
19464,999.91,299.95,399.98,3
19465,129.99,129.99,129.99,1
19466,594.98,100.0,299.98,3
19467,619.93,69.98,199.99,5
19469,339.94,59.99,200.0,3
19470,399.96,399.96,399.96,1
19471,829.89,50.0,299.97,4
19472,599.96,49.98,299.98,3
19474,199.99,199.99,199.99,1
19476,874.93,74.97,299.98,4
19477,729.89,129.99,299.95,3
19478,1049.89,79.98,299.98,5
19479,723.85,99.99,249.9,5
19482,929.92,129.99,499.95,3
19484,1049.87,149.94,499.95,3
19485,1049.93,49.98,399.98,4
19486,150.0,50.0,100.0,2
19488,989.89,119.98,299.98,5
19491,179.97,179.97,179.97,1
19492,649.89,149.94,499.95,2
19493,129.99,129.99,129.99,1
19495,1519.93,120.0,399.98,5
19496,599.88,199.92,399.96,2
19497,585.94,129.99,299.98,3
19498,129.99,129.99,129.99,1
19499,1159.91,39.99,399.98,5
19500,469.95,100.0,239.96,3
19501,404.98,39.99,199.99,4
19502,199.99,199.99,199.99,1
19503,463.95,50.0,199.99,4
19505,1049.92,49.98,399.98,5
19506,1149.9,49.98,399.98,5
19507,699.93,119.98,399.98,3
19508,779.91,79.95,399.98,3
19509,749.9,149.94,299.98,3
19510,1099.9,199.99,299.98,4
19511,959.95,59.99,399.98,4
19512,979.95,50.0,299.98,5
19513,199.99,199.99,199.99,1
19514,299.98,100.0,199.98,2
19515,599.96,199.98,399.98,2
19517,100.0,100.0,100.0,1
19518,1429.89,129.99,399.96,5
19519,199.95,199.95,199.95,1
19520,1299.74,199.92,399.98,5
19521,879.93,179.97,399.98,3
19522,149.99,50.0,99.99,2
19523,859.91,39.99,399.98,5
19524,464.91,224.95,239.96,2
19525,1129.92,50.0,399.98,5
19526,237.95,47.97,129.99,3
19528,849.94,150.0,399.96,3
19529,719.95,119.98,399.98,3
19530,919.87,49.98,399.98,5
19531,239.96,239.96,239.96,1
19532,304.9,74.95,129.99,3
19533,999.84,50.0,399.96,4
19535,599.93,99.96,250.0,4
19536,369.95,129.99,239.96,2
19537,839.88,90.0,499.95,4
19539,1149.95,99.99,399.98,5
19540,664.94,79.98,239.96,4
19541,249.9,249.9,249.9,1
19542,1209.94,129.99,399.98,5
19543,529.95,129.99,399.96,2
19544,459.97,59.99,399.98,2
19545,623.84,44.0,199.92,5
19546,59.99,59.99,59.99,1
19547,759.94,39.99,399.98,5
19549,839.82,59.99,249.9,5
19550,709.94,49.98,399.98,4
19551,649.91,50.0,499.95,3
19552,929.93,129.99,399.98,3
19553,269.98,119.98,150.0,2
19554,799.97,199.99,399.98,3
19555,599.93,99.96,299.98,3
19556,299.98,299.98,299.98,1
19557,199.99,199.99,199.99,1
19558,599.96,199.98,399.98,2
19559,299.98,299.98,299.98,1
19560,999.88,99.96,399.98,5
19561,129.99,129.99,129.99,1
19563,1149.78,199.95,399.98,4
19564,499.98,200.0,299.98,2
19565,1209.92,59.99,399.98,5
19566,399.98,399.98,399.98,1
19567,449.98,50.0,399.98,2
19568,763.91,63.96,299.98,5
19569,250.0,250.0,250.0,1
19570,199.99,199.99,199.99,1
19571,599.8,100.0,249.9,3
19573,919.88,99.96,499.95,4
19575,859.87,49.98,399.96,5
19576,599.92,49.98,250.0,5
19577,759.87,59.99,399.96,4
19578,199.99,199.99,199.99,1
19579,559.91,59.99,199.98,4
19580,693.91,53.97,399.98,3
19581,829.86,50.0,399.98,5
19582,779.86,99.96,199.99,5
19583,349.95,50.0,299.95,2
19585,509.95,129.99,199.99,3
19587,1499.92,299.98,399.98,4
19589,619.91,59.99,399.96,3
19590,959.81,159.96,299.98,4
19591,879.88,30.0,399.98,4
19592,349.95,50.0,299.95,2
19593,514.89,30.0,299.98,4
19594,479.96,79.98,399.98,2
19595,1134.9,104.97,399.96,5
19596,229.99,100.0,129.99,2
19597,603.95,53.97,299.98,3
19598,529.9,49.98,299.95,4
19600,349.99,150.0,199.99,2
19602,250.0,250.0,250.0,1
19603,859.93,59.99,399.96,4
19604,1034.91,24.99,399.98,5
19605,1269.92,119.98,399.98,5
19606,864.89,25.0,399.98,5
19607,459.9,79.98,159.95,4
19608,299.98,299.98,299.98,1
19609,239.96,239.96,239.96,1
19610,1009.93,79.98,399.98,4
19612,459.97,129.99,199.99,3
19614,909.84,129.99,399.96,4
19615,129.99,129.99,129.99,1
19617,391.96,191.96,200.0,2
19618,409.97,50.0,299.98,3
19619,809.94,99.96,250.0,5
19620,79.98,79.98,79.98,1
19621,629.94,129.99,499.95,2
19622,1129.93,129.99,399.98,4
19623,324.93,99.99,124.95,3
19625,749.89,49.95,200.0,5
19626,259.91,49.95,110.0,3
19627,209.97,79.98,129.99,2
19628,789.95,129.99,399.98,4
19629,79.98,79.98,79.98,1
19630,129.99,129.99,129.99,1
19631,204.96,74.97,129.99,2
19632,299.99,100.0,199.99,2
19633,649.96,49.98,399.98,3
19634,129.99,129.99,129.99,1
19635,789.95,60.0,299.98,4
19636,1129.94,100.0,399.98,5
19637,489.94,39.99,250.0,4
19639,949.94,129.99,250.0,5
19640,789.88,129.99,199.99,5
19641,399.96,399.96,399.96,1
19642,450.0,200.0,250.0,2
19644,1119.91,119.98,299.98,5
19645,224.95,100.0,124.95,2
19646,839.92,239.96,299.98,3
19647,529.91,129.99,200.0,3
19648,99.99,99.99,99.99,1
19649,129.99,129.99,129.99,1
19650,299.95,299.95,299.95,1
19651,299.95,299.95,299.95,1
19652,549.85,249.9,299.95,2
19653,979.96,129.99,399.98,4
19654,529.94,49.98,399.98,3
19655,199.99,199.99,199.99,1
19656,249.97,49.98,199.99,2
19657,174.98,49.98,125.0,2
19658,599.97,199.99,399.98,2
19659,729.96,129.99,399.98,3
19660,599.97,199.99,399.98,2
19661,1079.92,49.98,399.98,5
19662,349.89,99.99,249.9,2
19663,95.97,95.97,95.97,1
19664,159.96,159.96,159.96,1
19665,959.89,50.0,399.98,4
19666,569.96,39.99,399.98,3
19668,199.99,199.99,199.99,1
19669,649.84,119.98,199.95,4
19670,379.93,100.0,149.94,3
19671,234.91,59.99,99.95,3
19672,129.99,129.99,129.99,1
19673,649.91,149.94,299.98,3
19675,199.99,199.99,199.99,1
19676,299.95,299.95,299.95,1
19677,549.95,39.99,200.0,4
19678,844.94,50.0,499.95,4
19679,834.81,129.99,299.98,4
19680,59.99,59.99,59.99,1
19681,699.96,299.98,399.98,2
19682,824.91,24.99,399.96,3
19683,859.86,129.99,399.96,4
19685,199.97,69.98,129.99,2
19686,159.96,159.96,159.96,1
19687,749.92,149.94,399.98,3
19688,1029.9,179.97,299.98,4
19689,649.9,50.0,399.98,3
19690,719.97,50.0,250.0,5
19691,599.96,199.98,399.98,2
19692,1219.92,119.98,399.98,4
19693,1069.95,119.98,399.98,5
19694,421.93,22.0,299.97,3
19695,1379.83,129.99,499.95,5
19696,129.99,129.99,129.99,1
19697,179.96,59.98,119.98,2
19698,499.94,99.96,399.98,2
19699,399.98,399.98,399.98,1
19700,31.99,31.99,31.99,1
19701,839.89,59.97,299.98,5
19702,1069.89,129.99,399.98,4
19703,699.96,299.98,399.98,2
19704,509.95,50.0,239.96,4
19705,399.98,399.98,399.98,1
19706,150.0,150.0,150.0,1
19707,629.89,129.99,299.98,3
19708,1159.94,59.99,399.98,5
19709,699.9,100.0,399.98,3
19710,30.0,30.0,30.0,1
19711,579.95,100.0,299.98,3
19712,628.92,44.0,399.98,4
19713,350.0,100.0,250.0,2
19714,499.85,59.99,199.92,4
19715,529.92,50.0,239.96,3
19716,299.95,99.96,199.99,2
19718,949.9,49.98,299.95,5
19719,559.93,119.98,239.96,3
19720,649.88,249.9,399.98,2
19721,49.98,49.98,49.98,1
19722,899.93,399.98,499.95,2
19723,709.94,129.99,399.98,3
19725,399.91,199.92,199.99,2
19726,219.99,19.99,150.0,3
19727,969.94,39.99,399.98,4
19728,299.95,99.96,199.99,2
19729,277.98,27.99,199.99,3
19731,349.99,150.0,199.99,2
19732,239.96,239.96,239.96,1
19733,625.92,15.99,299.95,5
19734,349.98,50.0,299.98,2
19735,329.98,129.99,199.99,2
19736,459.97,129.99,199.99,3
19740,150.0,150.0,150.0,1
19742,149.94,149.94,149.94,1
19743,219.98,100.0,119.98,2
19744,299.95,99.96,199.99,2
19745,573.94,43.98,199.99,4
19746,849.85,100.0,399.96,4
19747,50.0,50.0,50.0,1
19748,459.96,29.99,299.98,3
19749,249.97,119.98,129.99,2
19750,617.88,119.97,239.96,4
19751,1599.9,100.0,399.98,5
19753,25.0,25.0,25.0,1
19754,1699.81,249.9,499.95,5
19756,239.96,119.98,119.98,2
19758,349.99,150.0,199.99,2
19759,199.99,199.99,199.99,1
19760,593.9,63.96,199.99,5
19761,609.84,129.99,199.92,4
19762,779.94,49.98,399.98,4
19763,199.92,199.92,199.92,1
19764,499.87,199.92,299.95,2
19765,389.94,99.99,159.96,3
19767,279.99,129.99,150.0,2
19769,875.94,95.97,399.98,4
19771,119.98,119.98,119.98,1
19772,199.99,199.99,199.99,1
19773,504.96,25.0,399.98,3
19774,199.99,199.99,199.99,1
19775,1079.92,59.99,399.98,5
19776,849.91,99.99,499.95,4
19777,849.96,150.0,399.98,3
19778,799.92,129.99,299.98,4
19779,459.9,59.99,239.96,3
19780,50.0,50.0,50.0,1
19781,759.92,59.99,399.98,4
19782,799.9,100.0,250.0,4
19783,564.93,24.99,179.97,5
19784,569.9,49.98,250.0,4
19785,379.99,50.0,200.0,3
19786,1099.89,199.98,299.98,4
19787,129.99,129.99,129.99,1
19790,449.89,149.94,299.95,2
19791,339.92,59.99,149.94,3
19792,1449.91,119.98,399.98,5
19793,1099.91,299.95,399.98,3
19794,529.97,129.99,399.98,2
19795,679.94,179.97,299.98,3
19796,619.92,179.97,239.96,3
19797,919.96,129.99,399.98,4
19800,844.95,65.0,399.98,4
19801,499.95,499.95,499.95,1
19802,589.87,39.99,299.98,3
19803,1002.89,24.99,399.98,5
19804,1279.88,129.99,399.98,5
19805,119.98,119.98,119.98,1
19806,299.98,299.98,299.98,1
19807,99.99,99.99,99.99,1
19810,629.95,79.98,299.97,3
19811,744.83,119.98,250.0,4
19812,100.0,100.0,100.0,1
19813,929.95,129.99,199.99,5
19814,379.93,19.99,199.99,4
19815,507.89,47.97,159.96,5
19816,204.96,74.97,129.99,2
19817,329.97,129.99,199.98,2
19818,399.84,149.94,249.9,2
19819,79.98,79.98,79.98,1
19820,939.92,49.98,399.98,5
19821,1149.91,99.96,299.98,5
19822,829.89,100.0,399.98,4
19823,399.98,399.98,399.98,1
19824,949.86,49.98,299.98,5
19825,539.86,50.0,249.9,3
19826,519.92,50.0,159.96,5
19827,449.92,149.94,299.98,2
19830,824.94,125.0,499.95,3
19831,1089.91,129.99,499.95,5
19832,129.99,129.99,129.99,1
19833,219.88,219.88,219.88,1
19834,631.92,39.98,299.98,5
19836,689.97,39.99,299.98,4
19837,349.92,149.94,199.98,2
19838,299.98,299.98,299.98,1
19840,379.89,129.99,249.9,2
19841,1099.94,299.98,399.98,3
19842,199.99,199.99,199.99,1
19843,989.9,59.99,299.98,5
19844,1191.89,191.96,499.95,4
19846,399.98,399.98,399.98,1
19848,150.0,150.0,150.0,1
19849,119.98,119.98,119.98,1
19850,639.92,79.98,399.98,3
19851,50.0,50.0,50.0,1
19852,209.97,79.98,129.99,2
19853,899.93,399.98,499.95,2
19854,399.98,399.98,399.98,1
19855,419.95,50.0,239.96,3
19856,119.97,119.97,119.97,1
19857,49.98,49.98,49.98,1
19858,729.89,129.99,399.98,3
19859,601.91,31.98,239.96,4
19860,129.99,129.99,129.99,1
19861,619.88,100.0,199.99,4
19862,691.94,31.98,399.98,4
19863,239.96,119.98,119.98,2
19864,305.96,66.0,119.98,3
19865,529.95,129.99,399.96,2
19866,379.93,79.96,299.97,2
19867,569.95,50.0,299.98,4
19868,529.85,49.98,199.92,5
19869,749.88,100.0,399.98,3
19870,669.93,49.98,399.98,4
19871,1169.93,59.99,399.98,5
19872,929.94,100.0,299.98,5
19873,299.98,299.98,299.98,1
19874,1151.94,51.99,399.98,5
19876,929.94,129.99,299.98,4
19878,705.81,95.97,249.9,5
19880,699.96,199.98,299.98,3
19881,999.97,50.0,399.98,5
19882,299.98,299.98,299.98,1
19883,1164.84,119.97,399.98,5
19885,529.97,129.99,399.98,2
19886,471.95,31.99,199.98,5
19887,1009.85,59.99,299.98,5
19888,799.95,199.99,299.98,3
19889,989.94,60.0,299.98,5
19892,374.95,100.0,150.0,3
19894,429.97,129.99,299.98,2
19895,59.99,59.99,59.99,1
19896,129.99,129.99,129.99,1
19897,899.91,129.99,239.96,5
19899,399.98,399.98,399.98,1
19900,279.93,129.99,149.94,2
19901,669.88,39.99,299.98,4
19902,1359.92,129.99,399.98,5
19903,507.85,127.96,249.9,3
19904,150.0,150.0,150.0,1
19905,351.96,31.99,199.99,3
19906,859.93,49.98,399.98,5
19907,779.94,79.98,299.98,4
19908,934.83,59.99,499.95,5
19909,709.9,129.99,299.98,4
19910,1099.84,119.97,499.95,4
19911,479.95,99.96,250.0,3
19912,859.94,129.99,199.99,5
19913,599.92,99.96,299.98,3
19914,129.99,129.99,129.99,1
19915,899.84,99.96,299.98,4
19916,559.93,59.99,200.0,4
19917,699.96,299.98,399.98,2
19918,129.99,129.99,129.99,1
19919,1131.85,31.99,399.96,5
19920,299.98,299.98,299.98,1
19921,100.0,100.0,100.0,1
19922,619.93,129.99,199.99,4
19924,1284.82,104.97,499.95,5
19925,227.92,99.96,127.96,2
19926,349.99,150.0,199.99,2
19927,649.89,149.94,499.95,2
19928,200.0,200.0,200.0,1
19930,379.93,79.95,299.98,2
19931,739.88,199.95,299.97,3
19932,489.92,49.98,239.96,3
19933,229.98,99.99,129.99,2
19935,1459.83,159.96,499.95,5
19936,1039.87,49.98,499.95,4
19937,199.99,199.99,199.99,1
19938,129.99,129.99,129.99,1
19939,729.95,129.99,299.98,3
19940,659.96,59.99,399.98,3
19941,1059.9,179.97,299.98,5
19942,129.99,129.99,129.99,1
19943,260.0,260.0,260.0,1
19944,339.94,39.99,299.95,2
19945,419.93,99.96,199.99,3
19946,299.95,99.96,199.99,2
19947,239.94,109.95,129.99,2
19948,969.93,100.0,399.98,5
19949,509.88,119.98,239.96,3
19950,199.99,199.99,199.99,1
19951,999.9,499.95,499.95,2
19952,464.82,39.99,199.92,4
19953,1149.94,99.99,399.98,5
19954,421.94,99.99,191.96,3
19955,709.86,39.99,299.95,5
19956,1079.85,99.96,399.98,5
19957,211.96,31.99,179.97,2
19958,31.98,31.98,31.98,1
19959,424.9,24.99,299.95,3
19960,709.91,119.98,299.98,4
19961,529.95,129.99,399.96,2
19962,799.78,249.9,299.98,3
19963,489.95,50.0,179.97,4
19964,469.95,100.0,239.96,3
19966,589.97,129.99,200.0,4
19967,379.98,50.0,199.99,3
19969,399.91,99.96,199.95,3
19970,949.9,99.96,299.97,4
19971,843.94,43.98,399.98,4
19973,539.91,239.96,299.95,2
19974,999.84,149.94,399.98,4
19975,339.99,140.0,199.99,2
19976,549.9,149.94,399.96,2
19977,59.99,59.99,59.99,1
19978,609.95,50.0,499.95,3
19979,179.97,179.97,179.97,1
19980,979.86,129.99,399.98,4
19981,299.98,299.98,299.98,1
19983,709.88,119.98,239.96,4
19984,549.92,79.98,239.96,4
19985,329.97,129.99,199.98,2
19986,1029.92,129.99,499.95,3
19987,579.94,119.97,199.99,4
19989,499.93,199.95,299.98,2
19991,379.96,179.97,199.99,2
19992,379.96,79.98,299.98,2
19993,699.93,299.95,399.98,2
19994,1119.9,119.97,399.98,4
19995,749.97,50.0,399.98,4
19997,429.86,59.99,249.9,3
19998,169.98,39.99,129.99,2
19999,275.94,95.97,179.97,2
20001,414.91,34.99,199.95,4
20002,854.86,50.0,239.96,5
20003,899.91,99.96,399.98,4
20004,659.97,129.99,200.0,4
20005,389.97,59.99,199.99,3
20006,739.92,50.0,299.95,5
20008,404.94,74.95,200.0,3
20009,539.93,239.96,299.97,2
20010,919.85,100.0,249.9,5
20011,189.96,49.98,90.0,3
20012,279.93,129.99,149.94,2
20013,329.98,129.99,199.99,2
20014,159.98,59.99,99.99,2
20015,519.94,120.0,250.0,3
20016,909.94,50.0,299.98,5
20017,619.96,119.98,299.98,3
20018,899.83,99.96,249.9,5
20019,879.9,129.99,399.98,4
20020,1029.81,100.0,399.98,5
20021,1099.9,99.96,399.98,4
20025,749.97,50.0,250.0,5
20027,1209.88,129.99,399.98,5
20029,579.99,100.0,350.0,3
20030,939.83,129.99,399.98,4
20032,574.8,75.0,199.92,4
20034,209.97,30.0,179.97,2
20038,849.96,199.98,250.0,4
20039,389.9,59.99,199.92,3
20040,609.92,49.98,399.98,3
20041,129.99,129.99,129.99,1
20042,179.97,179.97,179.97,1
20043,409.98,59.99,199.99,3
20044,899.86,99.96,399.96,4
20046,299.95,119.98,179.97,2
20047,1249.91,150.0,399.98,4
20048,409.85,49.98,199.92,4
20050,435.96,35.98,399.98,2
20051,1069.89,129.99,399.96,5
20052,979.79,149.94,399.98,4
20053,199.99,199.99,199.99,1
20054,789.96,90.0,399.98,3
20055,599.98,200.0,399.98,2
20060,239.95,50.0,129.99,3
20061,229.98,99.99,129.99,2
20062,579.91,129.99,299.98,3
20063,829.95,129.99,399.98,3
20064,719.9,119.98,299.97,3
20065,849.95,150.0,299.98,4
20066,849.96,50.0,399.98,3
20067,199.92,199.92,199.92,1
